Site ID,Lon,Lat,Vertical Rate (mm/yr),Vertical Rate - BOP corrected (mm/yr),1-sigma uncertainty (mm/yr),Number of obs,Quality Factor,Average distance between coastal point and observations,,,,,,,
5005,168.232258,-46.553144,-0.631457,-0.631457,1.559433,930,1.666667,8.367777,,,,,,,
5006,168.235799,-46.539568,-0.609023,-0.609023,1.673475,620,1.666667,8.199239,,,,,,,
5007,168.226293,-46.525917,-0.629561,-0.629561,1.355306,320,2,7.864007,,,,,,,
5008,168.233965,-46.513922,-0.642299,-0.642299,1.414561,652,1.666667,8.592503,,,,,,,
5009,168.258182,-46.516833,-0.648723,-0.648723,1.666754,980,1.666667,8.462898,,,,,,,
5010,168.27889,-46.512424,-0.659818,-0.659818,1.67701,1603,1.666667,8.48044,,,,,,,
5011,168.282613,-46.520709,-0.639357,-0.639357,1.39421,1821,1.666667,8.775969,,,,,,,
5012,168.275684,-46.536137,-0.636081,-0.636081,1.44268,1411,1.666667,7.993852,,,,,,,
5013,168.293198,-46.534834,-0.634573,-0.634573,1.570698,1853,1.666667,7.94364,,,,,,,
5014,168.293991,-46.527824,-0.623659,-0.623659,1.504622,2211,1.666667,8.596416,,,,,,,
5015,168.287643,-46.519323,-0.629588,-0.629588,1.40416,2016,1.666667,8.770364,,,,,,,
5016,168.298086,-46.509659,-0.658117,-0.658117,1.33106,2659,1.666667,8.526058,,,,,,,
5017,168.320159,-46.509295,-0.673747,-0.673747,1.418273,4116,1.666667,8.614793,,,,,,,
5018,168.337853,-46.501863,-0.819241,-0.819241,1.48594,5697,1.666667,8.208477,,,,,,,
5019,168.355734,-46.496743,-0.546679,-0.546679,2.090282,8018,1.666667,8.14273,,,,,,,
5020,168.357806,-46.490636,0.469445,0.469445,2.171112,447,1.333333,3.758368,,,,,,,
5021,168.368878,-46.485763,0.044134,0.044134,2.084975,900,1.333333,3.885648,,,,,,,
5022,168.376671,-46.483293,-0.179497,-0.179497,2.322673,1012,1.666667,3.730482,,,,,,,
5023,168.37843,-46.481179,-0.116553,-0.116553,2.223714,1136,1.666667,3.695176,,,,,,,
5024,168.370948,-46.477998,0.113829,0.113829,1.966547,1517,1.666667,3.791854,,,,,,,
5025,168.362003,-46.473492,0.439854,0.439854,2.102572,2236,1.666667,3.902359,,,,,,,
5026,168.354279,-46.467178,0.317399,0.317399,2.116776,3157,1.666667,3.810181,,,,,,,
5027,168.35035,-46.470277,0.247161,0.247161,2.332116,2626,1.666667,3.956847,,,,,,,
5028,168.348301,-46.462921,0.2474,0.2474,2.282308,372,1.666667,2.057202,,,,,,,
5029,168.350754,-46.459149,-0.06857,-0.06857,2.153662,704,1.333333,1.955854,,,,,,,
5030,168.353357,-46.45914,-0.060446,-0.060446,2.379827,756,1.333333,1.89155,,,,,,,
5031,168.347785,-46.447893,0.492681,0.492681,2.075512,1638,1.333333,1.835465,,,,,,,
5032,168.346324,-46.436504,0.300147,0.300147,2.114345,2981,1.333333,1.780746,,,,,,,
5033,168.34787,-46.429499,0.158647,0.158647,2.201968,470,1.333333,0.738851,,,,,,,
5034,168.341238,-46.430217,0.276581,0.276581,2.119634,3251,1.333333,1.878752,,,,,,,
5035,168.329503,-46.421591,0.307939,0.307939,2.38811,2197,1.333333,1.986969,,,,,,,
5036,168.325758,-46.439864,0.368703,0.368703,2.455191,645,1.333333,1.754922,,,,,,,
5037,168.325358,-46.451546,0.416794,0.416794,2.438586,309,1.666667,1.460549,,,,,,,
5038,168.309982,-46.457081,0.539827,0.539827,2.329413,357,1.666667,1.722403,,,,,,,
5039,168.286027,-46.459135,0.415053,0.415053,2.123545,834,1.666667,2.919228,,,,,,,
5040,168.26312,-46.458863,0.439577,0.439577,2.127212,841,1.666667,3.700636,,,,,,,
5041,168.283186,-46.465185,0.508377,0.508377,2.418884,791,1.666667,3.442819,,,,,,,
5042,168.299103,-46.469723,0.224223,0.224223,2.284389,727,1.333333,3.603126,,,,,,,
5043,168.300386,-46.482462,0.919228,0.919228,2.398415,375,1.666667,4.292956,,,,,,,
5044,168.303318,-46.49479,-0.540569,-0.540569,2.203521,5316,1.666667,8.279186,,,,,,,
5045,168.277987,-46.499662,-0.754376,-0.754376,1.51394,2428,1.666667,8.332705,,,,,,,
5046,168.259281,-46.492789,-0.356141,-0.356141,1.975245,1783,1.666667,8.084657,,,,,,,
5047,168.249941,-46.475417,0.732231,0.732231,2.017165,2632,1.666667,8.188085,,,,,,,
5048,168.239394,-46.459641,0.084309,0.084309,2.068798,315,2,3.811161,,,,,,,
5049,168.229676,-46.441787,0.413699,0.413699,2.213496,389,2,3.829948,,,,,,,
5050,168.220446,-46.423203,0.32965,0.32965,2.120144,2210,2,7.998017,,,,,,,
5051,168.209769,-46.408817,0.038237,0.038237,1.968821,1359,2,7.655601,,,,,,,
5052,168.196795,-46.393191,0.56426,0.56426,2.00942,1314,2,8.390762,,,,,,,
5053,168.181975,-46.380201,0.153592,0.153592,2.091888,1030,2,8.575454,,,,,,,
5054,168.163447,-46.367122,-0.043393,-0.043393,2.022957,568,2,7.635281,,,,,,,
5055,168.14304,-46.356003,0.272217,0.272217,2.202011,1213,2,8.429336,,,,,,,
5056,168.12017,-46.346684,0.003734,0.003734,2.145553,1452,2,7.727575,,,,,,,
5057,168.095341,-46.340743,0.307841,0.307841,1.952296,1543,2,6.859622,,,,,,,
5058,168.06979,-46.339651,0.656152,0.656152,2.184685,592,1.666667,4.306498,,,,,,,
5059,168.047327,-46.344876,0.093603,0.093603,2.219237,734,1.666667,2.992177,,,,,,,
5060,168.026279,-46.356233,0.130258,0.130258,2.066452,606,1.333333,1.256924,,,,,,,
5061,168.027602,-46.371293,0.393299,0.393299,2.242467,490,1.333333,1.343287,,,,,,,
5062,168.036816,-46.384974,0.092243,0.092243,2.087706,615,1.666667,3.163836,,,,,,,
5063,168.015446,-46.384168,-0.173514,-0.173514,2.287629,637,1.666667,2.873997,,,,,,,
5064,167.996291,-46.378707,-0.15335,-0.15335,2.341159,684,1.666667,2.998753,,,,,,,
5065,167.975667,-46.373345,-0.441103,-0.441103,1.952606,687,1.666667,3.715385,,,,,,,
5066,167.954874,-46.365607,-0.267534,-0.267534,2.419954,397,2,4.229562,,,,,,,
5067,167.9314,-46.358486,-0.208161,-0.208161,2.098709,1406,2,6.930312,,,,,,,
5068,167.90503,-46.358058,-0.239686,-0.239686,2.004169,1238,2.333333,7.603027,,,,,,,
5069,167.883308,-46.365961,-0.285115,-0.285115,2.009917,698,2.333333,7.140678,,,,,,,
5070,167.885332,-46.379901,0.120907,0.120907,2.01702,572,2.333333,7.510104,,,,,,,
5071,167.877856,-46.390393,-0.249649,-0.249649,2.199125,393,2.666667,7.297651,,,,,,,
5072,167.860173,-46.383341,-0.443366,-0.443366,2.338392,482,2.333333,7.077042,,,,,,,
5073,167.844302,-46.371356,-0.199535,-0.199535,1.978296,607,2.333333,6.64984,,,,,,,
5074,167.820451,-46.370527,-1.020385,-1.020385,2.02113,683,2.333333,6.401828,,,,,,,
5075,167.806758,-46.383138,-0.717249,-0.717249,2.067067,627,2.333333,6.673666,,,,,,,
5076,167.789825,-46.388548,-0.878806,-0.878806,2.042722,609,2.333333,6.757559,,,,,,,
5077,167.774603,-46.383519,-1.299898,-1.299898,2.193386,651,2.333333,6.420724,,,,,,,
5078,167.75979,-46.37547,-1.282503,-1.282503,1.961603,661,2.333333,5.779981,,,,,,,
5079,167.748329,-46.368284,-1.540029,-1.540029,2.19278,836,2.333333,6.20947,,,,,,,
5080,167.735219,-46.363011,-1.279433,-1.279433,2.199263,823,2.333333,5.91663,,,,,,,
5081,167.736457,-46.349934,-1.067867,-1.067867,2.184763,398,2.333333,2.659551,,,,,,,
5082,167.730865,-46.345345,-1.106102,-1.106102,2.191816,423,2,2.723558,,,,,,,
5083,167.728514,-46.334849,-1.073009,-1.073009,2.136983,398,2.333333,2.515276,,,,,,,
5084,167.712501,-46.331636,-1.12674,-1.12674,2.257477,359,2.333333,2.723081,,,,,,,
5085,167.693646,-46.330466,-1.365278,-1.365278,2.306805,808,2.333333,5.756713,,,,,,,
5086,167.689405,-46.317983,-1.063656,-1.063656,2.105842,779,2.333333,5.666372,,,,,,,
5087,167.700359,-46.306735,-1.37064,-1.37064,2.031708,492,2,3.855665,,,,,,,
5088,167.722943,-46.301824,-1.542776,-1.542776,2.079076,546,2,3.066823,,,,,,,
5089,167.732219,-46.286468,-1.431922,-1.431922,2.292591,404,1.666667,1.940901,,,,,,,
5090,167.724577,-46.269864,-1.239209,-1.239209,2.270595,337,2,2.336787,,,,,,,
5091,167.707898,-46.255291,-0.991799,-0.991799,1.977906,911,2.333333,6.88591,,,,,,,
5092,167.690252,-46.243295,-1.034604,-1.034604,2.099044,1057,2.333333,7.404643,,,,,,,
5093,167.670961,-46.230352,-1.017777,-1.017777,2.133744,1173,2.333333,7.270368,,,,,,,
5094,167.653262,-46.218511,-1.202546,-1.202546,2.009456,1511,2.666667,7.461993,,,,,,,
5095,167.63335,-46.206573,-1.370212,-1.370212,2.463845,356,2.666667,3.545232,,,,,,,
5096,167.61324,-46.195185,-1.492727,-1.492727,2.189198,406,2.333333,3.578752,,,,,,,
5097,167.592239,-46.185269,-0.842669,-0.842669,2.11314,2012,2.666667,7.761254,,,,,,,
5098,167.569772,-46.176934,-0.943137,-0.943137,2.181687,1317,2.666667,7.924071,,,,,,,
5099,167.547192,-46.16815,-1.292163,-1.292163,2.190838,660,2.666667,7.720818,,,,,,,
5100,167.524459,-46.159908,-0.677783,-0.677783,2.412075,339,3,7.788787,,,,,,,
5101,167.503577,-46.154655,-0.727839,-0.727839,1.967943,2863,2.666667,13.998541,,,,,,,
5102,167.478024,-46.151141,-0.424644,-0.424644,2.008614,2711,2.333333,15.059017,,,,,,,
5103,167.453198,-46.148791,-0.21802,-0.21802,1.892864,2549,2.333333,16.140459,,,,,,,
5104,167.427914,-46.14942,-0.029552,-0.029552,2.007719,2052,2.333333,16.797272,,,,,,,
5105,167.403064,-46.152656,-0.018542,-0.018542,1.927809,1385,2.333333,15.925417,,,,,,,
5106,167.398137,-46.168944,-0.134588,-0.134588,2.119637,1338,2.333333,15.572271,,,,,,,
5107,167.38878,-46.180328,-0.191371,-0.191371,1.942114,1219,2.333333,14.805237,,,,,,,
5108,167.377245,-46.184853,-0.342541,-0.342541,1.973413,1096,2.333333,13.773418,,,,,,,
5109,167.355532,-46.191847,-0.659158,-0.659158,2.14408,1056,2.333333,12.507094,,,,,,,
5110,167.35565,-46.208148,-0.473698,-0.473698,1.974639,994,2.333333,12.174677,,,,,,,
5111,167.363849,-46.221858,-0.238272,-0.238272,2.590947,139,2.666667,2.379443,,,,,,,
5112,167.360248,-46.237006,-0.770716,-0.770716,2.565869,112,2.666667,1.284913,,,,,,,
5113,167.345905,-46.244249,-0.882537,-0.882537,2.582256,93,3,0.776016,,,,,,,
5114,167.335286,-46.251019,-0.488682,-0.488682,2.312203,132,2.666667,2.18543,,,,,,,
5115,167.323095,-46.252454,-0.085656,-0.085656,2.171929,933,1.666667,11.893477,,,,,,,
5116,167.313749,-46.251215,-0.124254,-0.124254,2.306584,918,1.666667,11.362373,,,,,,,
5117,167.288037,-46.245601,-0.271662,-0.271662,2.037106,978,1.666667,10.78381,,,,,,,
5118,167.263769,-46.246657,-0.006967,-0.006967,2.040961,546,2.333333,8.25808,,,,,,,
5119,167.24089,-46.252873,-0.711951,-0.711951,2.290544,671,2.333333,8.359652,,,,,,,
5120,167.220159,-46.261151,-0.788026,-0.788026,2.33222,578,2.333333,8.018182,,,,,,,
5121,167.198896,-46.259489,-0.350238,-0.350238,2.176236,539,2.333333,6.976039,,,,,,,
5122,167.174823,-46.258464,-0.06092,-0.06092,2.074726,531,2.333333,6.267929,,,,,,,
5123,167.150202,-46.254219,-0.535806,-0.535806,2.224731,584,2,5.984938,,,,,,,
5124,167.126336,-46.251161,-0.183045,-0.183045,2.129572,573,2,5.895819,,,,,,,
5125,167.110755,-46.257034,0.305295,0.305295,2.228055,552,2,6.698659,,,,,,,
5126,167.096793,-46.251042,0.439771,0.439771,2.32262,558,2,6.70068,,,,,,,
5127,167.078726,-46.245752,0.612425,0.612425,2.176608,602,2,7.250585,,,,,,,
5128,167.058313,-46.239291,0.808444,0.808444,2.333554,710,2,7.945489,,,,,,,
5129,167.037202,-46.233383,0.725454,0.725454,2.360262,568,2,7.988928,,,,,,,
5130,167.018075,-46.227439,-0.000644,-0.000644,2.512277,668,2,7.915748,,,,,,,
5131,166.994668,-46.230439,-0.294973,-0.294973,2.368415,679,2,7.477436,,,,,,,
5132,166.971827,-46.229546,0.318937,0.318937,2.310865,805,2,7.287513,,,,,,,
5133,166.957611,-46.225655,0.053365,0.053365,2.212245,1398,2,7.874404,,,,,,,
5134,166.940981,-46.222822,-0.127277,-0.127277,2.155998,2147,2,7.957781,,,,,,,
5135,166.927556,-46.219541,-0.049985,-0.049985,2.482383,2513,2,7.483028,,,,,,,
5136,166.921534,-46.217417,1.078897,1.078897,2.32187,243,2,2.01763,,,,,,,
5137,166.903618,-46.219174,0.640492,0.640492,2.601894,376,1.666667,2.336062,,,,,,,
5138,166.892012,-46.218115,0.646712,0.646712,2.564682,651,1.666667,3.404495,,,,,,,
5139,166.877525,-46.213383,0.278761,0.278761,2.426798,1237,1.666667,3.731538,,,,,,,
5140,166.860723,-46.212065,-0.012932,-0.012932,2.564058,1781,1.666667,3.72916,,,,,,,
5141,166.843687,-46.208672,0.453102,0.453102,2.540938,367,1.666667,2.088685,,,,,,,
5142,166.83251,-46.211692,-0.130713,-0.130713,2.589807,1880,1.333333,3.395887,,,,,,,
5143,166.822507,-46.213693,-0.468157,-0.468157,2.469628,1767,1.333333,3.521939,,,,,,,
5144,166.806498,-46.214638,-0.455352,-0.455352,2.486659,1550,1.333333,3.736588,,,,,,,
5145,166.78924,-46.221842,-0.227187,-0.227187,2.440632,676,1.333333,3.962938,,,,,,,
5146,166.780436,-46.230717,-0.053684,-0.053684,2.342471,11063,1.666667,8.000564,,,,,,,
5147,166.776192,-46.223916,-0.332148,-0.332148,2.410189,418,1.333333,4.181855,,,,,,,
5148,166.762871,-46.214339,-0.158021,-0.158021,2.25502,1081,1.333333,4.436169,,,,,,,
5149,166.743236,-46.211605,-0.41738,-0.41738,2.347832,2221,1.333333,4.376663,,,,,,,
5150,166.726606,-46.211084,-0.709812,-0.709812,2.246239,2374,1.333333,4.266254,,,,,,,
5151,166.709812,-46.207414,-0.10712,-0.10712,2.192462,2369,1.333333,4.004854,,,,,,,
5152,166.689721,-46.211073,-0.299209,-0.299209,2.499369,1039,1.333333,3.92345,,,,,,,
5153,166.675877,-46.204925,2.083891,2.083891,1.59257,965,1.333333,3.692015,,,,,,,
5154,166.665131,-46.203824,2.059722,2.059722,1.411237,694,1.333333,3.577666,,,,,,,
5155,166.658166,-46.201394,2.047456,2.047456,1.637436,629,1.333333,3.589912,,,,,,,
5156,166.650096,-46.1949,2.044696,2.044696,1.594447,627,1.333333,3.682641,,,,,,,
5157,166.645696,-46.18915,2.045608,2.045608,1.615415,627,1.333333,3.78454,,,,,,,
5158,166.640711,-46.183346,2.058942,2.058942,1.624332,571,1.333333,3.939466,,,,,,,
5159,166.649461,-46.176564,2.073258,2.073258,1.667833,1062,1.333333,3.928082,,,,,,,
5160,166.640354,-46.174564,2.055925,2.055925,1.683659,690,1.333333,4.06952,,,,,,,
5161,166.629721,-46.166089,2.071573,2.071573,1.701922,433,1.333333,4.270905,,,,,,,
5162,166.617693,-46.16047,2.053457,2.053457,1.375139,5711,1.666667,8.042195,,,,,,,
5163,166.611045,-46.155106,2.058107,2.058107,1.72766,4676,1.666667,8.144608,,,,,,,
5164,166.622963,-46.144713,-0.261334,-0.261334,2.247839,408,1.333333,4.420591,,,,,,,
5165,166.634252,-46.140754,2.098322,2.098322,1.676753,881,1.333333,4.108986,,,,,,,
5166,166.65202,-46.129786,2.097309,2.097309,1.48152,1544,1.333333,3.681166,,,,,,,
5167,166.671348,-46.122335,-0.099274,-0.099274,2.379106,629,1,1.828268,,,,,,,
5168,166.689701,-46.114723,0.13864,0.13864,2.454629,486,1,2.046405,,,,,,,
5169,166.712415,-46.11345,0.206561,0.206561,2.405787,507,1,2.245946,,,,,,,
5170,166.708255,-46.098236,0.167762,0.167762,2.268514,3682,1.333333,4.331321,,,,,,,
5171,166.71562,-46.082046,0.192605,0.192605,2.270926,1495,1.333333,4.237167,,,,,,,
5172,166.727972,-46.075814,0.327422,0.327422,2.145772,1354,1.333333,3.726247,,,,,,,
5173,166.732885,-46.090821,0.723558,0.723558,2.415092,367,1.333333,2.148258,,,,,,,
5174,166.735477,-46.076394,0.492145,0.492145,2.397377,341,1.333333,2.049073,,,,,,,
5175,166.742001,-46.063859,-0.005987,-0.005987,2.485331,284,1.666667,1.983073,,,,,,,
5176,166.763417,-46.060761,0.264505,0.264505,2.46515,368,1.666667,1.803328,,,,,,,
5177,166.771326,-46.048829,0.438482,0.438482,2.359065,707,1.666667,3.674634,,,,,,,
5178,166.779969,-46.038445,0.600955,0.600955,2.135926,5454,2,8.015682,,,,,,,
5179,166.772831,-46.024107,-0.003902,-0.003902,2.165882,3703,2,7.550603,,,,,,,
5180,166.768299,-46.01278,0.064769,0.064769,2.213704,3853,2,7.777662,,,,,,,
5181,166.778451,-46.000221,-0.166278,-0.166278,2.057512,4009,2,8.44402,,,,,,,
5182,166.799363,-45.995998,-0.156342,-0.156342,2.34944,2797,2,8.516949,,,,,,,
5183,166.820828,-45.993074,-0.063592,-0.063592,2.186793,2280,2,8.308382,,,,,,,
5184,166.843064,-45.986409,0.058382,0.058382,2.154476,2202,2,8.078742,,,,,,,
5185,166.859496,-45.977238,0.26035,0.26035,2.171079,2677,2,8.194365,,,,,,,
5186,166.873628,-45.966232,-0.034595,-0.034595,2.224976,3432,2,8.300595,,,,,,,
5187,166.884579,-45.952996,0.168769,0.168769,2.179342,4045,2,8.24624,,,,,,,
5188,166.900019,-45.942032,-0.639118,-0.639118,2.132485,3948,2,7.744051,,,,,,,
5189,166.916865,-45.93177,0.317757,0.317757,2.356907,491,1.666667,3.861436,,,,,,,
5190,166.916442,-45.924024,-0.074349,-0.074349,2.172032,526,1.666667,3.787117,,,,,,,
5191,166.900509,-45.933463,-0.178587,-0.178587,2.36209,444,1.666667,3.893063,,,,,,,
5192,166.883419,-45.945819,0.109989,0.109989,2.219415,4773,2,8.365843,,,,,,,
5193,166.871791,-45.947066,0.584104,0.584104,2.159065,4753,2,8.239663,,,,,,,
5194,166.855918,-45.960789,0.606258,0.606258,2.071966,4165,2,8.229873,,,,,,,
5195,166.84119,-45.968751,0.173658,0.173658,2.139132,3713,2,8.145194,,,,,,,
5196,166.81881,-45.973807,0.077533,0.077533,2.166662,3866,2,8.051079,,,,,,,
5197,166.796622,-45.9787,0.473783,0.473783,2.201647,4128,2,8.073622,,,,,,,
5198,166.77606,-45.977967,0.604006,0.604006,2.111154,5891,2,8.260366,,,,,,,
5199,166.78646,-45.986646,0.409201,0.409201,1.967974,4738,2,8.610949,,,,,,,
5200,166.765786,-45.991974,0.21578,0.21578,2.099878,5339,2,8.446048,,,,,,,
5201,166.748176,-46.003291,-0.204596,-0.204596,1.993918,4342,2,7.550264,,,,,,,
5202,166.738048,-46.018071,0.31954,0.31954,2.481578,1013,1.666667,4.22446,,,,,,,
5203,166.747753,-46.022014,0.691892,0.691892,2.429406,432,1.666667,4.095264,,,,,,,
5204,166.75823,-46.035663,0.333654,0.333654,2.252632,395,2,4.271771,,,,,,,
5205,166.76593,-46.048691,0.312309,0.312309,2.380686,705,1.666667,3.625375,,,,,,,
5206,166.749332,-46.059036,0.333889,0.333889,2.550663,849,1.666667,3.080842,,,,,,,
5207,166.745213,-46.051667,-0.252034,-0.252034,2.227557,842,1.666667,3.742914,,,,,,,
5208,166.742381,-46.038445,0.003622,0.003622,2.259547,989,1.666667,4.412697,,,,,,,
5209,166.733763,-46.051782,-0.623986,-0.623986,2.12961,1414,1.666667,4.173422,,,,,,,
5210,166.722281,-46.065936,-0.151541,-0.151541,2.494646,1613,1.333333,4.193112,,,,,,,
5211,166.709656,-46.076431,0.07027,0.07027,2.185699,1238,1.333333,4.447283,,,,,,,
5212,166.70551,-46.064616,-0.237523,-0.237523,2.334587,1833,1.333333,4.147016,,,,,,,
5213,166.698206,-46.057956,-0.118262,-0.118262,2.151822,2019,1.333333,3.507157,,,,,,,
5214,166.705191,-46.042762,-0.616048,-0.616048,2.471378,690,1.333333,1.99164,,,,,,,
5215,166.720846,-46.030264,0.048886,0.048886,2.225477,1988,1.666667,3.615316,,,,,,,
5216,166.735231,-46.021328,-0.406717,-0.406717,2.456398,1268,1.666667,4.18935,,,,,,,
5217,166.719397,-46.020544,-0.472835,-0.472835,2.363681,1915,1.666667,3.579661,,,,,,,
5218,166.704139,-46.03355,-0.210977,-0.210977,2.356736,1039,1.333333,1.973485,,,,,,,
5219,166.690472,-46.046106,0.22483,0.22483,2.416471,1212,1.333333,1.690773,,,,,,,
5220,166.686887,-46.055998,0.272646,0.272646,2.496792,808,1,2.201471,,,,,,,
5221,166.686823,-46.064364,-0.581949,-0.581949,2.327964,1868,1.333333,3.64623,,,,,,,
5222,166.678793,-46.056828,0.172114,0.172114,2.403802,946,1,2.181632,,,,,,,
5223,166.671331,-46.054567,-0.026444,-0.026444,2.554379,1019,1,1.915598,,,,,,,
5224,166.656813,-46.066422,0.047166,0.047166,2.303307,1760,1.333333,3.76574,,,,,,,
5225,166.648211,-46.077943,-0.119051,-0.119051,2.178404,694,1.333333,4.415418,,,,,,,
5226,166.642144,-46.078411,-0.288864,-0.288864,2.269448,513,1.333333,4.419535,,,,,,,
5227,166.644006,-46.071722,-0.065657,-0.065657,2.222403,1106,1.333333,4.228688,,,,,,,
5228,166.632322,-46.072875,-0.403869,-0.403869,2.265441,565,1.333333,4.246677,,,,,,,
5229,166.630012,-46.064369,-0.12283,-0.12283,2.122114,1109,1.333333,4.146473,,,,,,,
5230,166.610928,-46.061433,-0.340744,-0.340744,2.310171,370,1.666667,4.096491,,,,,,,
5231,166.602861,-46.075027,0.231572,0.231572,2.283027,2786,1.666667,7.624512,,,,,,,
5232,166.5863,-46.08054,0.095502,0.095502,2.179316,2415,1.666667,8.486639,,,,,,,
5233,166.579605,-46.089815,0.346998,0.346998,2.357453,1877,1.666667,8.967659,,,,,,,
5234,166.570901,-46.085353,0.107851,0.107851,2.266914,1278,1.666667,8.835364,,,,,,,
5235,166.56736,-46.080368,0.382243,0.382243,2.071343,1252,2,8.724808,,,,,,,
5236,166.565226,-46.072291,0.619035,0.619035,2.246898,1547,2,8.687281,,,,,,,
5237,166.578727,-46.065935,0.266004,0.266004,2.216493,2073,2,7.935375,,,,,,,
5238,166.583236,-46.05305,0.315291,0.315291,2.299929,2111,2,7.155904,,,,,,,
5239,166.583442,-46.040236,0.347062,0.347062,2.155908,2211,2,6.992932,,,,,,,
5240,166.590939,-46.034754,0.534173,0.534173,2.100858,2366,2,6.658505,,,,,,,
5241,166.599218,-46.051317,0.507906,0.507906,2.028164,2134,2,6.071416,,,,,,,
5242,166.606026,-46.045691,-0.185733,-0.185733,2.324568,607,1.666667,4.191903,,,,,,,
5243,166.605554,-46.032953,-0.091277,-0.091277,2.339734,657,1.666667,4.239851,,,,,,,
5244,166.602127,-46.022028,0.021029,0.021029,2.454979,469,1.666667,4.492417,,,,,,,
5245,166.602193,-46.011305,0.726521,0.726521,2.123172,3316,2,7.033304,,,,,,,
5246,166.610851,-45.999569,0.518348,0.518348,2.225867,3692,2,7.037168,,,,,,,
5247,166.619341,-45.987282,0.011236,0.011236,2.00598,4565,2,7.386566,,,,,,,
5248,166.637228,-45.979789,0.594565,0.594565,2.359713,5272,2,7.323969,,,,,,,
5249,166.659774,-45.976355,-0.345195,-0.345195,2.606267,557,1.666667,4.363665,,,,,,,
5250,166.682823,-45.96964,-0.728915,-0.728915,2.53985,750,1.666667,4.173918,,,,,,,
5251,166.707702,-45.969638,-0.194294,-0.194294,2.457014,549,1.666667,4.1469,,,,,,,
5252,166.730881,-45.967421,-0.153196,-0.153196,2.442424,833,1.666667,4.320578,,,,,,,
5253,166.752113,-45.964498,-0.321934,-0.321934,2.373907,677,1.666667,3.910278,,,,,,,
5254,166.768813,-45.967095,-0.272636,-0.272636,2.19592,497,1.666667,3.775362,,,,,,,
5255,166.762144,-45.957923,-0.558708,-0.558708,2.136232,738,1.666667,3.589774,,,,,,,
5256,166.761385,-45.95062,-1.264613,-1.264613,2.431617,364,1.666667,2.058868,,,,,,,
5257,166.761437,-45.944633,-1.397724,-1.397724,2.464999,394,1.666667,1.451949,,,,,,,
5258,166.739619,-45.946342,0.500195,0.500195,2.461098,1969,1.666667,3.805576,,,,,,,
5259,166.719241,-45.95171,0.12722,0.12722,2.122347,2123,1.666667,4.112389,,,,,,,
5260,166.698366,-45.955819,-0.491433,-0.491433,2.20973,1663,1.666667,4.002707,,,,,,,
5261,166.674686,-45.953953,-0.530632,-0.530632,2.689829,340,1.666667,2.003988,,,,,,,
5262,166.649958,-45.95047,-0.918365,-0.918365,2.651925,333,1.666667,1.744218,,,,,,,
5263,166.647922,-45.937603,-0.7084,-0.7084,2.370371,417,1.333333,1.400707,,,,,,,
5264,166.659334,-45.922403,-1.011067,-1.011067,2.279905,713,1.333333,1.812178,,,,,,,
5265,166.677211,-45.911238,-0.623257,-0.623257,2.664257,747,1.333333,1.488964,,,,,,,
5266,166.683681,-45.89885,-0.342532,-0.342532,2.508829,853,1.333333,1.95327,,,,,,,
5267,166.685509,-45.883687,0.001301,0.001301,2.453581,612,1.333333,1.721439,,,,,,,
5268,166.697972,-45.871213,-0.600381,-0.600381,2.386434,2219,1.666667,3.666606,,,,,,,
5269,166.706772,-45.864442,-0.593615,-0.593615,2.129297,2310,1.666667,3.975328,,,,,,,
5270,166.702459,-45.866367,-0.360692,-0.360692,2.330989,2284,1.666667,3.874589,,,,,,,
5271,166.68304,-45.868156,-0.441019,-0.441019,2.176101,697,1.333333,1.914097,,,,,,,
5272,166.67555,-45.88172,-0.307273,-0.307273,2.559494,826,1.333333,1.684611,,,,,,,
5273,166.66949,-45.897434,-0.878915,-0.878915,2.369134,607,1.333333,2.174138,,,,,,,
5274,166.659303,-45.903079,-0.051307,-0.051307,2.211686,433,1.333333,1.960433,,,,,,,
5275,166.643488,-45.915343,-0.791347,-0.791347,2.477514,381,1.666667,1.736977,,,,,,,
5276,166.633662,-45.930911,-0.110824,-0.110824,2.196911,1507,1.666667,3.571026,,,,,,,
5277,166.624572,-45.944047,-0.507729,-0.507729,2.546751,1061,1.666667,3.659626,,,,,,,
5278,166.611899,-45.957371,-0.122581,-0.122581,2.485504,760,1.666667,3.864646,,,,,,,
5279,166.594848,-45.967241,0.20201,0.20201,2.537663,560,1.666667,3.543487,,,,,,,
5280,166.580638,-45.974679,0.23805,0.23805,2.528841,537,1.666667,3.704348,,,,,,,
5281,166.56168,-45.976523,-0.108255,-0.108255,2.199344,559,1.666667,3.749868,,,,,,,
5282,166.553734,-45.978411,-0.046498,-0.046498,2.236252,504,1.666667,3.841582,,,,,,,
5283,166.538734,-45.985942,-0.048144,-0.048144,2.099375,1940,2,6.658286,,,,,,,
5284,166.524946,-45.994909,0.010715,0.010715,2.301763,1876,2,7.375245,,,,,,,
5285,166.506138,-45.998119,0.011231,0.011231,2.326979,1784,2,7.782481,,,,,,,
5286,166.485441,-45.998525,0.254568,0.254568,2.149788,1517,2,7.946322,,,,,,,
5287,166.471903,-46.00222,0.335976,0.335976,2.161584,1114,2,8.075744,,,,,,,
5288,166.462113,-46.009624,0.492233,0.492233,2.237037,584,2,7.648852,,,,,,,
5289,166.451213,-45.997254,0.791739,0.791739,2.447259,996,2,8.232419,,,,,,,
