Site ID,Lon,Lat,Vertical Rate (mm/yr),Vertical Rate - BOP corrected (mm/yr),1-sigma uncertainty (mm/yr),Number of obs,Quality Factor,Average distance between coastal point and observations,,,,,,,
288,173.981859,-35.150659,-0.67991,-0.67991,1.9337,1967,3.333333,29.556286,,,,,,,
289,173.982871,-35.159006,-0.495771,-0.495771,2.089226,2036,3.333333,29.083025,,,,,,,
290,173.978619,-35.171875,-0.493402,-0.493402,1.943201,2097,3.333333,28.09587,,,,,,,
291,173.986628,-35.168466,-0.401657,-0.401657,1.951549,2087,3.666667,28.412236,,,,,,,
292,173.986941,-35.158622,-0.531732,-0.531732,1.910427,2041,3.333333,29.168025,,,,,,,
293,173.996022,-35.161165,-0.472525,-0.472525,1.936917,2069,3.666667,29.109585,,,,,,,
294,174.004274,-35.164898,-0.434105,-0.434105,2.050318,2093,3.666667,28.921646,,,,,,,
295,174.011189,-35.16942,-0.52791,-0.52791,2.160125,2109,3.666667,28.613717,,,,,,,
296,174.007775,-35.174372,-0.534947,-0.534947,1.799621,2122,3.666667,28.152901,,,,,,,
297,174.021361,-35.17515,-0.551513,-0.551513,1.82843,2118,3.666667,28.201824,,,,,,,
298,174.023103,-35.180915,-0.588889,-0.588889,1.899086,2158,3.666667,27.871086,,,,,,,
299,174.031036,-35.180821,-0.620073,-0.620073,1.854708,2189,3.666667,28.157011,,,,,,,
300,174.035052,-35.187356,-0.442769,-0.442769,1.80711,2229,3.666667,27.784668,,,,,,,
301,174.049762,-35.193253,-0.640527,-0.640527,1.78991,2264,3.666667,27.627715,,,,,,,
302,174.037628,-35.192407,-0.552732,-0.552732,1.943896,2263,3.666667,27.51113,,,,,,,
303,174.031687,-35.196299,-0.560226,-0.560226,1.934892,2285,3.666667,27.167551,,,,,,,
304,174.018655,-35.189565,-0.52902,-0.52902,1.77429,2218,3.666667,27.296834,,,,,,,
305,174.006867,-35.190328,-0.427177,-0.427177,2.092199,2211,3.666667,27.07042,,,,,,,
306,174.001618,-35.193914,-0.528355,-0.528355,1.869811,2227,3.666667,26.771691,,,,,,,
307,173.991381,-35.199096,0.181176,0.181176,2.017287,337,4,15.206538,,,,,,,
308,173.982708,-35.201568,0.108654,0.108654,2.337084,355,4,15.395797,,,,,,,
309,173.981532,-35.207156,-0.200513,-0.200513,2.270862,387,4,15.317093,,,,,,,
310,173.968514,-35.203891,-0.011662,-0.011662,2.128886,366,3.666667,15.627001,,,,,,,
311,173.971788,-35.213974,-0.324357,-0.324357,2.172886,522,3.333333,16.157547,,,,,,,
312,173.963536,-35.218541,-0.289257,-0.289257,2.010778,587,3.333333,16.346796,,,,,,,
313,173.972528,-35.218223,-0.159909,-0.159909,2.163823,662,3.333333,16.61003,,,,,,,
314,173.984081,-35.211238,-0.053975,-0.053975,2.198341,491,3.666667,15.937939,,,,,,,
315,173.98285,-35.225803,-0.16942,-0.16942,2.365295,876,3.666667,16.544022,,,,,,,
316,173.984208,-35.220549,-0.20792,-0.20792,2.341866,838,3.666667,16.873082,,,,,,,
317,173.988694,-35.210032,-0.059114,-0.059114,1.952661,480,3.666667,15.875343,,,,,,,
318,174.003068,-35.20922,0.055805,0.055805,2.283754,579,3.666667,16.437241,,,,,,,
319,174.01396,-35.209753,-0.207182,-0.207182,2.129377,675,3.666667,16.736622,,,,,,,
320,174.0215,-35.208089,-0.474083,-0.474083,2.059825,623,3.666667,16.51565,,,,,,,
321,174.025843,-35.209276,-0.391734,-0.391734,2.160927,665,3.666667,16.560802,,,,,,,
322,174.036465,-35.20785,-0.52602,-0.52602,2.095279,605,3.666667,16.246336,,,,,,,
323,174.032005,-35.210656,-0.419631,-0.419631,2.315676,686,3.666667,16.459968,,,,,,,
324,174.038006,-35.217427,-0.550777,-0.550777,2.112721,788,3.666667,16.21834,,,,,,,
325,174.046195,-35.217463,-0.263646,-0.263646,2.008707,798,3.666667,16.22341,,,,,,,
326,174.040996,-35.208852,-0.506149,-0.506149,2.070605,614,3.666667,16.157921,,,,,,,
327,174.051985,-35.209853,-0.010942,-0.010942,2.455908,595,3.666667,15.852327,,,,,,,
328,174.067169,-35.210621,-0.042464,-0.042464,2.093964,587,3.666667,15.674174,,,,,,,
329,174.061918,-35.219846,-0.122086,-0.122086,2.170046,793,3.666667,15.946095,,,,,,,
330,174.062076,-35.232086,-0.271487,-0.271487,2.204536,885,3.666667,15.168885,,,,,,,
331,174.075933,-35.238535,-0.293462,-0.293462,2.226505,908,3.666667,14.720064,,,,,,,
332,174.075453,-35.251485,-0.459617,-0.459617,2.109648,933,3.333333,13.597763,,,,,,,
333,174.077978,-35.255498,-0.49579,-0.49579,2.335447,937,3.333333,13.263696,,,,,,,
334,174.083959,-35.265357,-0.964231,-0.964231,2.361556,127,3.333333,2.529381,,,,,,,
335,174.073207,-35.268683,-0.755162,-0.755162,2.438039,92,3.333333,1.537675,,,,,,,
336,174.064753,-35.264721,-0.654238,-0.654238,2.663663,82,3.333333,1.909922,,,,,,,
337,174.055969,-35.267277,-0.391193,-0.391193,1.978095,1002,2,12.51572,,,,,,,
338,174.063423,-35.271586,-0.654238,-0.654238,2.405127,82,3.333333,1.417858,,,,,,,
339,174.054514,-35.278823,-1.08466,-1.08466,2.544437,111,3,2.125922,,,,,,,
340,174.064522,-35.279863,-0.825073,-0.825073,2.425069,90,3.333333,1.248313,,,,,,,
341,174.065318,-35.287087,-0.825073,-0.825073,2.492257,90,3.333333,1.567907,,,,,,,
342,174.071147,-35.278479,-1.087015,-1.087015,2.703309,100,3.333333,1.180837,,,,,,,
343,174.080749,-35.274884,-1.087015,-1.087015,2.36155,100,3.333333,1.142072,,,,,,,
344,174.096521,-35.284611,-0.164925,-0.164925,2.056015,966,2,11.339466,,,,,,,
345,174.098368,-35.296429,-0.606546,-0.606546,2.293297,398,3,6.664712,,,,,,,
346,174.085685,-35.29385,-0.505479,-0.505479,2.556778,388,3,6.510611,,,,,,,
347,174.092707,-35.296322,-0.720243,-0.720243,2.566878,399,3,6.579853,,,,,,,
348,174.08983,-35.303382,-0.68614,-0.68614,2.376791,473,2.666667,6.779934,,,,,,,
349,174.103881,-35.29931,-0.909811,-0.909811,2.595127,438,2.666667,6.946628,,,,,,,
350,174.104603,-35.303939,-0.888745,-0.888745,2.617725,468,2.666667,6.94873,,,,,,,
351,174.116544,-35.310194,-0.786465,-0.786465,2.555096,474,2.666667,7.0247,,,,,,,
352,174.117893,-35.318717,-1.042126,-1.042126,2.339671,513,2.666667,6.984075,,,,,,,
353,174.111632,-35.324476,-1.205772,-1.205772,2.464338,524,2.666667,6.679438,,,,,,,
354,174.098647,-35.330123,-0.954193,-0.954193,2.283015,595,2.666667,6.580333,,,,,,,
355,174.094845,-35.335058,-1.037188,-1.037188,2.20404,686,2.666667,6.759376,,,,,,,
356,174.105919,-35.332276,-1.14913,-1.14913,2.409156,561,2.666667,6.481842,,,,,,,
357,174.116132,-35.33034,-1.331447,-1.331447,2.321462,549,2.666667,6.790974,,,,,,,
358,174.107587,-35.336407,-1.116001,-1.116001,2.394783,570,2.666667,6.451971,,,,,,,
359,174.104418,-35.343181,-0.92861,-0.92861,2.193922,671,2.666667,6.694993,,,,,,,
360,174.108394,-35.355062,-1.13546,-1.13546,2.357374,688,2.666667,6.599937,,,,,,,
361,174.097653,-35.361643,-0.962142,-0.962142,2.137941,721,2.666667,6.075432,,,,,,,
362,174.112549,-35.35765,-1.19844,-1.19844,2.274795,634,2.666667,6.45865,,,,,,,
363,174.120147,-35.367383,-1.196659,-1.196659,2.579179,509,2.666667,5.799259,,,,,,,
364,174.125237,-35.371063,-1.244256,-1.244256,2.397686,487,2.666667,5.842029,,,,,,,
365,174.137592,-35.368071,-1.695389,-1.695389,2.437016,443,2.666667,6.176809,,,,,,,
366,174.130043,-35.363338,-1.59254,-1.59254,2.50768,469,2.666667,6.072475,,,,,,,
367,174.116316,-35.354382,-1.196824,-1.196824,2.290215,567,2.666667,6.3167,,,,,,,
368,174.107367,-35.340862,-0.996435,-0.996435,2.307648,602,2.666667,6.502434,,,,,,,
369,174.115336,-35.341366,-1.125201,-1.125201,2.218614,561,2.666667,6.532666,,,,,,,
370,174.120688,-35.343893,-1.178118,-1.178118,2.573979,559,2.666667,6.673909,,,,,,,
371,174.121769,-35.335874,-1.35157,-1.35157,2.354611,555,2.666667,6.872297,,,,,,,
372,174.123542,-35.326002,-1.170125,-1.170125,2.390134,530,2.666667,7.049317,,,,,,,
373,174.127731,-35.321499,-0.941798,-0.941798,2.390269,514,2.666667,7.24122,,,,,,,
374,174.130852,-35.316276,-0.734493,-0.734493,2.232029,502,2.666667,7.462995,,,,,,,
375,174.13757,-35.325318,-1.0498,-1.0498,2.467037,510,2.666667,7.501172,,,,,,,
376,174.136898,-35.335863,-1.273119,-1.273119,2.291121,528,2.666667,7.330729,,,,,,,
377,174.139455,-35.33769,-1.197807,-1.197807,2.62694,515,2.666667,7.343766,,,,,,,
378,174.145889,-35.330581,-0.992333,-0.992333,2.501732,498,2.666667,7.700598,,,,,,,
379,174.152032,-35.332762,-1.13456,-1.13456,2.463986,480,2.666667,7.865882,,,,,,,
380,174.161007,-35.334914,-1.181198,-1.181198,2.358783,410,2.666667,7.954132,,,,,,,
381,174.167341,-35.333139,-0.758548,-0.758548,2.311604,1137,2.666667,13.138413,,,,,,,
382,174.16733,-35.329637,-0.720674,-0.720674,2.239449,1121,2.666667,13.196599,,,,,,,
383,174.177653,-35.328686,-0.92037,-0.92037,2.275749,1064,2.666667,13.467929,,,,,,,
384,174.162137,-35.327451,-1.270281,-1.270281,2.555024,339,3,7.68622,,,,,,,
385,174.148214,-35.325837,-1.189526,-1.189526,2.623069,487,2.666667,7.877585,,,,,,,
386,174.149097,-35.320238,-1.074339,-1.074339,2.510143,415,2.666667,7.686278,,,,,,,
387,174.149757,-35.318616,-1.158201,-1.158201,2.348695,382,3,7.547507,,,,,,,
388,174.161238,-35.318628,-0.931815,-0.931815,2.001138,1018,2.666667,12.650197,,,,,,,
389,174.165664,-35.315375,-0.801808,-0.801808,2.061967,979,2.666667,12.778725,,,,,,,
390,174.175856,-35.312349,-0.861494,-0.861494,2.254899,931,2.666667,13.173781,,,,,,,
391,174.18,-35.320236,-0.709834,-0.709834,2.00133,959,2.666667,13.271466,,,,,,,
392,174.190277,-35.318148,-0.751175,-0.751175,1.999056,918,2.666667,13.712078,,,,,,,
393,174.209543,-35.322159,-0.929925,-0.929925,2.033906,872,2.666667,14.501319,,,,,,,
394,174.213265,-35.330227,-0.827365,-0.827365,2.123087,930,2.666667,14.770675,,,,,,,
395,174.215495,-35.339815,-0.618951,-0.618951,2.108534,992,2.666667,14.906057,,,,,,,
396,174.226143,-35.337138,-0.861593,-0.861593,2.309499,820,2.666667,14.68135,,,,,,,
397,174.233899,-35.332485,-0.806012,-0.806012,2.065777,760,2.666667,14.945702,,,,,,,
398,174.232907,-35.325588,-0.987765,-0.987765,2.26097,736,2.666667,14.97225,,,,,,,
399,174.218545,-35.325401,-0.913043,-0.913043,2.063992,812,2.666667,14.580459,,,,,,,
400,174.216462,-35.318629,-1.040923,-1.040923,2.078828,755,2.666667,14.295733,,,,,,,
401,174.213059,-35.315872,-1.029794,-1.029794,2.124308,782,2.666667,14.385007,,,,,,,
402,174.215552,-35.309345,-0.817193,-0.817193,2.406206,669,2.666667,13.902687,,,,,,,
403,174.199423,-35.3101,-0.758273,-0.758273,2.044487,862,2.666667,14.279803,,,,,,,
404,174.211126,-35.305422,-0.854416,-0.854416,2.051929,679,2.666667,13.858339,,,,,,,
405,174.211101,-35.296381,-1.039544,-1.039544,2.286859,631,2.666667,13.797265,,,,,,,
406,174.208042,-35.291563,-1.009935,-1.009935,2.091035,632,2.666667,13.834093,,,,,,,
407,174.200349,-35.304626,-0.823771,-0.823771,2.077242,801,2.666667,14.163578,,,,,,,
408,174.196466,-35.302396,-0.809867,-0.809867,2.172396,810,2.666667,14.079082,,,,,,,
409,174.194728,-35.311469,-0.76196,-0.76196,2.060222,875,2.666667,13.998643,,,,,,,
410,174.192982,-35.300678,-0.76894,-0.76894,2.041993,832,2.666667,14.096238,,,,,,,
411,174.189562,-35.298327,-0.741432,-0.741432,2.059199,839,2.666667,14.047441,,,,,,,
412,174.174281,-35.302716,-0.878549,-0.878549,1.971213,909,2.666667,13.395254,,,,,,,
413,174.165366,-35.293938,-0.872657,-0.872657,2.232047,889,2.666667,13.208433,,,,,,,
414,174.164137,-35.302051,-0.722792,-0.722792,2.276089,919,2.666667,12.906758,,,,,,,
415,174.153197,-35.30457,-0.575866,-0.575866,2.097623,954,2.666667,12.415069,,,,,,,
416,174.144556,-35.306159,-0.615241,-0.615241,2.117171,961,2.666667,11.916039,,,,,,,
417,174.141557,-35.299428,-0.52389,-0.52389,2.094196,947,2.666667,12.041197,,,,,,,
418,174.131028,-35.306166,-0.963279,-0.963279,2.38944,373,3,7.011242,,,,,,,
419,174.121265,-35.305581,-0.829344,-0.829344,2.274617,431,2.666667,7.105896,,,,,,,
420,174.122176,-35.299341,-1.089043,-1.089043,2.274364,332,3,6.54056,,,,,,,
421,174.117962,-35.290361,-0.654696,-0.654696,2.326533,961,2.666667,11.646846,,,,,,,
422,174.122262,-35.287426,-0.585347,-0.585347,2.318024,944,2.666667,11.877528,,,,,,,
423,174.121161,-35.281633,-0.460183,-0.460183,2.217812,939,2.666667,12.198608,,,,,,,
424,174.133372,-35.286397,-0.469258,-0.469258,2.163557,934,2.666667,12.362815,,,,,,,
425,174.147562,-35.286341,-0.681856,-0.681856,2.246616,903,2.666667,12.816565,,,,,,,
426,174.137329,-35.280309,-0.49568,-0.49568,2.125506,915,2.666667,12.818506,,,,,,,
427,174.131821,-35.277155,-0.594517,-0.594517,2.298261,917,2.666667,12.80525,,,,,,,
428,174.128107,-35.266059,-0.748404,-0.748404,2.345464,910,2.666667,13.445192,,,,,,,
429,174.120267,-35.259756,-0.462341,-0.462341,2.274283,899,2.666667,13.603393,,,,,,,
430,174.112017,-35.250563,-0.515863,-0.515863,2.245433,898,2.666667,14.166923,,,,,,,
431,174.120535,-35.244677,-0.541199,-0.541199,2.3092,849,2.666667,14.663573,,,,,,,
432,174.133995,-35.253189,-0.772844,-0.772844,2.341036,832,2.666667,14.231295,,,,,,,
433,174.143972,-35.26101,-1.129285,-1.129285,2.334874,823,2.666667,13.912411,,,,,,,
434,174.158616,-35.264832,-1.27173,-1.27173,2.377231,782,2.666667,14.001834,,,,,,,
435,174.167314,-35.275189,-1.047389,-1.047389,2.176064,816,2.666667,13.961749,,,,,,,
436,174.180967,-35.27521,-1.019694,-1.019694,2.199727,699,2.666667,13.792188,,,,,,,
437,174.186099,-35.27357,-1.082562,-1.082562,2.410361,642,2.666667,13.657673,,,,,,,
438,174.188779,-35.271208,-1.20099,-1.20099,2.086189,625,2.666667,13.796267,,,,,,,
439,174.17848,-35.272487,-1.180036,-1.180036,2.403092,692,2.666667,13.773029,,,,,,,
440,174.17741,-35.263092,-1.001116,-1.001116,2.481324,618,2.666667,13.673629,,,,,,,
441,174.189762,-35.269092,-1.203249,-1.203249,2.107414,613,2.666667,13.875723,,,,,,,
442,174.202165,-35.281164,-1.226015,-1.226015,2.202229,609,2.666667,13.802184,,,,,,,
443,174.211222,-35.278177,-1.265018,-1.265018,2.309081,579,2.666667,14.247522,,,,,,,
444,174.21186,-35.270914,-1.202751,-1.202751,2.185747,560,2.666667,14.547543,,,,,,,
445,174.213752,-35.263157,-1.043661,-1.043661,2.367329,538,2.666667,14.944931,,,,,,,
446,174.205593,-35.260449,-1.03716,-1.03716,2.506572,542,2.666667,14.670605,,,,,,,
447,174.213647,-35.256017,-0.915162,-0.915162,2.511172,529,2.666667,15.334828,,,,,,,
448,174.199,-35.252384,-0.923076,-0.923076,2.258898,538,2.666667,14.825333,,,,,,,
449,174.187981,-35.248673,-0.985561,-0.985561,2.513437,549,2.666667,14.620078,,,,,,,
450,174.200148,-35.247943,-0.838884,-0.838884,2.232165,530,2.666667,15.144686,,,,,,,
451,174.216662,-35.247889,-1.019061,-1.019061,2.255359,428,2.666667,15.09045,,,,,,,
452,174.229225,-35.248968,-0.946515,-0.946515,2.47113,334,3,14.50203,,,,,,,
453,174.227375,-35.255594,-1.079468,-1.079468,2.223209,408,2.666667,15.000773,,,,,,,
454,174.233044,-35.257918,-1.188287,-1.188287,2.29939,389,3,14.983193,,,,,,,
455,174.24739,-35.257102,-1.8967,-1.8967,1.42794,1,3.333333,0.368509,,,,,,,
456,174.260432,-35.259876,0.207436,0.207436,3.642132,3,3.333333,1.994346,,,,,,,
457,174.260266,-35.25563,0.207436,0.207436,3.743197,3,3.333333,1.703473,,,,,,,
458,174.249388,-35.249498,0.207436,0.207436,3.595804,3,3.333333,1.443147,,,,,,,
459,174.246481,-35.245393,0.207436,0.207436,3.646051,3,3.333333,1.527443,,,,,,,
460,174.245853,-35.241549,0.207436,0.207436,3.827468,3,3.333333,1.607147,,,,,,,
461,174.247011,-35.235808,1.43315,1.43315,2.714353,2,3.333333,1.294993,,,,,,,
462,174.26033,-35.233623,1.43315,1.43315,2.814292,2,3.333333,0.612689,,,,,,,
463,174.261957,-35.224867,1.43315,1.43315,2.714752,2,3.333333,1.594532,,,,,,,
464,174.25509,-35.219146,1.43315,1.43315,2.615399,2,3.333333,2.285994,,,,,,,
465,174.267391,-35.222953,1.43315,1.43315,2.712935,2,3.333333,1.90538,,,,,,,
466,174.274191,-35.226639,1.43315,1.43315,2.950258,2,3.333333,1.859372,,,,,,,
467,174.283174,-35.223977,-0.516086,-0.516086,2.180145,1754,3.333333,30.340595,,,,,,,
468,174.288704,-35.217353,-0.447848,-0.447848,2.095087,1649,3.333333,30.575409,,,,,,,
469,174.289436,-35.206177,-0.27253,-0.27253,2.038926,1572,3.666667,31.090807,,,,,,,
470,174.297825,-35.20125,-0.234812,-0.234812,2.122949,1524,3.666667,31.659598,,,,,,,
471,174.304985,-35.192512,-0.388562,-0.388562,1.894355,1434,3.666667,32.268371,,,,,,,
472,174.29281,-35.190306,-0.347207,-0.347207,2.244678,1453,3.666667,31.924342,,,,,,,
473,174.300426,-35.184773,-0.367627,-0.367627,2.192834,1385,3.666667,32.407942,,,,,,,
474,174.31434,-35.181374,-0.251677,-0.251677,2.20136,1259,3.666667,32.737441,,,,,,,
475,174.326047,-35.182025,-0.274342,-0.274342,2.260914,1227,3.666667,33.162416,,,,,,,
476,174.330869,-35.171886,-0.465293,-0.465293,2.29118,1070,3.666667,33.328946,,,,,,,
477,174.332279,-35.181527,-0.372658,-0.372658,2.234709,1183,3.666667,33.31642,,,,,,,
478,174.340358,-35.188407,-0.421729,-0.421729,1.916237,1214,3.666667,33.416439,,,,,,,
479,174.330144,-35.195301,-0.335135,-0.335135,1.892445,1399,3.666667,33.231746,,,,,,,
480,174.318158,-35.195936,-0.443049,-0.443049,2.260438,1444,3.666667,32.742861,,,,,,,
481,174.312715,-35.203594,-0.398415,-0.398415,2.218879,1498,3.666667,32.110259,,,,,,,
482,174.314718,-35.21131,-0.348204,-0.348204,2.119533,1544,3.666667,31.836997,,,,,,,
483,174.315108,-35.218063,-0.309143,-0.309143,2.139139,1585,3.333333,31.540299,,,,,,,
484,174.305818,-35.216098,-0.186217,-0.186217,2.039563,1597,3.333333,31.263381,,,,,,,
485,174.299221,-35.223176,-0.369875,-0.369875,2.130067,1683,3.333333,30.821082,,,,,,,
486,174.292032,-35.23436,-0.667444,-0.667444,2.151624,1863,3.333333,30.513539,,,,,,,
487,174.303415,-35.238429,-0.549286,-0.549286,2.101585,1891,3.333333,30.887447,,,,,,,
488,174.310702,-35.239305,-0.517257,-0.517257,2.17702,1860,3.333333,31.033934,,,,,,,
489,174.301202,-35.247823,-0.589726,-0.589726,1.814166,2053,3.333333,30.774162,,,,,,,
490,174.300225,-35.253156,-0.65025,-0.65025,2.159361,2129,3.333333,30.638102,,,,,,,
491,174.312936,-35.250178,-0.679932,-0.679932,2.149826,2068,3.333333,31.214448,,,,,,,
492,174.325397,-35.247662,-0.609633,-0.609633,1.968999,1967,3.333333,31.597947,,,,,,,
493,174.314558,-35.254969,-0.632133,-0.632133,2.143177,2097,3.333333,31.037617,,,,,,,
494,174.298337,-35.255779,-0.639209,-0.639209,2.095548,2147,3.333333,30.419983,,,,,,,
495,174.292634,-35.267662,-0.622608,-0.622608,2.161432,2255,3.333333,29.70854,,,,,,,
496,174.29462,-35.278701,-0.464995,-0.464995,1.970713,2342,3.333333,29.343983,,,,,,,
497,174.303618,-35.289319,-0.521329,-0.521329,1.937948,2467,3.333333,29.500594,,,,,,,
498,174.312472,-35.298663,-0.541614,-0.541614,2.022653,2567,3.333333,29.606972,,,,,,,
499,174.318309,-35.306225,-0.508792,-0.508792,2.124332,2709,3.333333,29.847608,,,,,,,
500,174.323395,-35.315173,-0.457749,-0.457749,1.87857,3022,3.333333,30.454668,,,,,,,
501,174.335586,-35.323841,-0.41625,-0.41625,1.872766,3599,3.333333,31.790281,,,,,,,
502,174.35186,-35.325649,-0.478935,-0.478935,2.127269,3662,3.333333,32.400936,,,,,,,
503,174.364093,-35.327017,-0.71942,-0.71942,1.982237,3658,3.333333,32.768281,,,,,,,
504,174.375444,-35.319331,-0.864327,-0.864327,2.128118,2841,3.333333,31.930046,,,,,,,
505,174.373056,-35.328587,-0.491838,-0.491838,1.878323,3708,3.333333,33.10057,,,,,,,
506,174.364646,-35.330463,-0.433313,-0.433313,1.872438,4014,3.333333,33.161941,,,,,,,
507,174.350735,-35.333469,-0.450694,-0.450694,1.880308,4636,3.333333,33.383965,,,,,,,
508,174.358746,-35.347513,-0.449513,-0.449513,1.856927,5882,3.333333,33.895024,,,,,,,
509,174.375654,-35.350599,-0.674896,-0.674896,1.804026,5948,3.333333,34.20706,,,,,,,
510,174.380693,-35.361966,-0.751528,-0.751528,1.772676,6570,3.333333,33.933062,,,,,,,
511,174.373866,-35.369835,-0.644502,-0.644502,1.684895,7038,3.333333,33.452825,,,,,,,
512,174.374935,-35.377101,-0.733145,-0.733145,1.896049,7573,3.333333,33.302973,,,,,,,
513,174.363047,-35.375088,-0.8189,-0.8189,1.832603,1,3.333333,2.082051,,,,,,,
514,174.359493,-35.36408,-0.8189,-0.8189,1.635418,1,3.333333,2.235776,,,,,,,
515,174.355427,-35.351786,-0.436414,-0.436414,2.061555,6195,3.333333,33.733504,,,,,,,
516,174.341731,-35.349875,-0.467687,-0.467687,1.825275,6154,3.333333,33.491302,,,,,,,
517,174.337254,-35.341268,-0.401297,-0.401297,2.019912,5463,3.333333,33.367518,,,,,,,
518,174.33686,-35.334801,-0.50313,-0.50313,1.823957,4933,3.333333,33.247804,,,,,,,
519,174.328857,-35.338577,-0.641155,-0.641155,2.070876,5264,3.333333,33.129187,,,,,,,
520,174.322442,-35.338867,-3.6933,-3.6933,1.923072,1,3.333333,2.400971,,,,,,,
521,174.321131,-35.332418,-0.511318,-0.511318,2.058928,4773,3.333333,32.77469,,,,,,,
522,174.316411,-35.330247,-0.47893,-0.47893,1.84585,4488,3.333333,32.373715,,,,,,,
523,174.311521,-35.328102,-0.526706,-0.526706,1.717679,4185,3.333333,31.863266,,,,,,,
524,174.306812,-35.320601,-0.730849,-0.730849,1.93454,3506,3.333333,30.793215,,,,,,,
525,174.302524,-35.322285,-0.722617,-0.722617,2.084746,3630,3.333333,30.829787,,,,,,,
526,174.306186,-35.332955,-0.599328,-0.599328,1.725557,4850,3.333333,32.447791,,,,,,,
527,174.313819,-35.342857,-3.6933,-3.6933,1.769058,1,3.333333,1.804435,,,,,,,
528,174.313819,-35.342857,-3.6933,-3.6933,1.769058,1,3.333333,1.804435,,,,,,,
529,174.319673,-35.344752,-3.6933,-3.6933,1.667813,1,3.333333,1.697005,,,,,,,
530,174.32664,-35.346531,-3.6933,-3.6933,1.78308,1,3.333333,1.852693,,,,,,,
531,174.323254,-35.35395,-3.6933,-3.6933,1.474519,1,3.333333,1.073872,,,,,,,
532,174.311579,-35.357648,-0.737073,-0.737073,2.165761,373,2.333333,16.654134,,,,,,,
533,174.322693,-35.363498,-0.742061,-0.742061,2.014639,345,2.333333,16.640682,,,,,,,
534,174.328735,-35.359463,-2.2561,-2.2561,3.618258,2,3.333333,1.79155,,,,,,,
535,174.339506,-35.363378,-2.2561,-2.2561,3.8799,2,3.333333,1.953972,,,,,,,
536,174.342698,-35.378554,-0.650557,-0.650557,2.198536,377,2.333333,16.975961,,,,,,,
537,174.345503,-35.391865,-0.751878,-0.751878,2.14627,456,1.666667,16.777644,,,,,,,
538,174.35093,-35.402152,-0.653865,-0.653865,2.006304,519,1.666667,16.705329,,,,,,,
539,174.359052,-35.416243,-0.998194,-0.998194,2.116163,550,1.666667,16.284165,,,,,,,
540,174.373243,-35.417705,-0.753649,-0.753649,2.042766,490,1.666667,16.469659,,,,,,,
541,174.36332,-35.423433,-0.716797,-0.716797,1.985448,568,1.666667,16.085058,,,,,,,
542,174.363117,-35.436521,-1.12104,-1.12104,2.269919,755,1.666667,16.151841,,,,,,,
543,174.372623,-35.437807,-0.987482,-0.987482,2.223771,732,1.666667,16.392632,,,,,,,
544,174.382763,-35.437152,-0.763923,-0.763923,2.093632,626,1.666667,16.403474,,,,,,,
545,174.393978,-35.430769,-0.727323,-0.727323,2.148338,476,1.666667,16.491474,,,,,,,
546,174.394841,-35.438769,-0.69529,-0.69529,2.033038,535,1.666667,16.372585,,,,,,,
547,174.409449,-35.44259,-0.991199,-0.991199,2.170833,461,1.666667,16.425992,,,,,,,
548,174.422873,-35.435477,-1.009849,-1.009849,2.327257,371,2,17.064916,,,,,,,
549,174.420415,-35.425599,-0.905056,-0.905056,2.015595,335,2,17.370662,,,,,,,
550,174.430977,-35.429905,-1.219185,-1.219185,2.389803,306,2,17.422618,,,,,,,
551,174.426528,-35.443321,-1.121151,-1.121151,2.305311,379,2,16.796196,,,,,,,
552,174.432208,-35.457722,-1.345058,-1.345058,2.08665,454,1.666667,16.736918,,,,,,,
553,174.444852,-35.463839,-1.374936,-1.374936,2.320958,439,1.666667,17.017767,,,,,,,
554,174.451133,-35.469512,-1.339156,-1.339156,2.423351,432,1.666667,16.992331,,,,,,,
555,174.450962,-35.479843,-1.149326,-1.149326,2.231237,615,1.666667,17.364402,,,,,,,
556,174.459069,-35.49065,-1.035275,-1.035275,2.11322,677,1.666667,17.44035,,,,,,,
557,174.470483,-35.494438,-0.572265,-0.572265,2.188744,517,1.666667,17.222348,,,,,,,
558,174.470269,-35.505896,-0.748545,-0.748545,2.320934,740,1.666667,17.465862,,,,,,,
